INT	STRING	INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	INT	FLOAT	STRING	INT	FLOAT	STRING	INT	FLOAT	STRING	INT	FLOAT	STRING	INT	FLOAT	STRING	INT	FLOAT	STRING	INT	FLOAT	STRING	INT	FLOAT	STRING	INT	FLOAT	STRING	INT	FLOAT	STRING	INT	FLOAT	STRING	INT	FLOAT	STRING	INT	FLOAT	STRING	INT	FLOAT	STRING	INT	FLOAT	STRING	INT	FLOAT	STRING
23614	抱元守一	11	StdImpact011	1	3649	-1	3649	20	1	1	1	1	0	0	0	0	0	0	0	1800000	0	0	0	0	0	0	物理攻击+	0	0	物理防御+	0	0	魔法攻击+	0	0	魔法防御+	0	0	冰系攻击修正	0	0	冰系抗性修正	3	0	火系攻击修正	0	0	火系抗性修正	3	0	电系攻击修正	0	0	电系抗性修正	3	0	毒系攻击修正	0	0	毒系抗性修正	3	0	MAX_HP修正	0	0	MAX_MP修正	0	0	MAX_RAGE修正	0	0	MAX_STRIKE_POINT修正	0	0	
23615	抱元守一	11	StdImpact011	1	3649	-1	3649	20	1	1	1	1	0	0	0	0	0	0	0	1800000	0	0	0	0	0	0	物理攻击+	0	0	物理防御+	0	0	魔法攻击+	0	0	魔法防御+	0	0	冰系攻击修正	0	0	冰系抗性修正	4	0	火系攻击修正	0	0	火系抗性修正	4	0	电系攻击修正	0	0	电系抗性修正	4	0	毒系攻击修正	0	0	毒系抗性修正	4	0	MAX_HP修正	0	0	MAX_MP修正	0	0	MAX_RAGE修正	0	0	MAX_STRIKE_POINT修正	0	0	
23616	抱元守一	11	StdImpact011	1	3649	-1	3649	20	1	1	1	1	0	0	0	0	0	0	0	1800000	0	0	0	0	0	0	物理攻击+	0	0	物理防御+	0	0	魔法攻击+	0	0	魔法防御+	0	0	冰系攻击修正	0	0	冰系抗性修正	5	0	火系攻击修正	0	0	火系抗性修正	5	0	电系攻击修正	0	0	电系抗性修正	5	0	毒系攻击修正	0	0	毒系抗性修正	5	0	MAX_HP修正	0	0	MAX_MP修正	0	0	MAX_RAGE修正	0	0	MAX_STRIKE_POINT修正	0	0	
23617	抱元守一	11	StdImpact011	1	3649	-1	3649	20	1	1	1	1	0	0	0	0	0	0	0	1800000	0	0	0	0	0	0	物理攻击+	0	0	物理防御+	0	0	魔法攻击+	0	0	魔法防御+	0	0	冰系攻击修正	0	0	冰系抗性修正	6	0	火系攻击修正	0	0	火系抗性修正	6	0	电系攻击修正	0	0	电系抗性修正	6	0	毒系攻击修正	0	0	毒系抗性修正	6	0	MAX_HP修正	0	0	MAX_MP修正	0	0	MAX_RAGE修正	0	0	MAX_STRIKE_POINT修正	0	0	
23618	抱元守一	11	StdImpact011	1	3649	-1	3649	20	1	1	1	1	0	0	0	0	0	0	0	1800000	0	0	0	0	0	0	物理攻击+	0	0	物理防御+	0	0	魔法攻击+	0	0	魔法防御+	0	0	冰系攻击修正	0	0	冰系抗性修正	7	0	火系攻击修正	0	0	火系抗性修正	7	0	电系攻击修正	0	0	电系抗性修正	7	0	毒系攻击修正	0	0	毒系抗性修正	7	0	MAX_HP修正	0	0	MAX_MP修正	0	0	MAX_RAGE修正	0	0	MAX_STRIKE_POINT修正	0	0	
23619	抱元守一	11	StdImpact011	1	3649	-1	3649	20	1	1	1	1	0	0	0	0	0	0	0	1800000	0	0	0	0	0	0	物理攻击+	0	0	物理防御+	0	0	魔法攻击+	0	0	魔法防御+	0	0	冰系攻击修正	0	0	冰系抗性修正	8	0	火系攻击修正	0	0	火系抗性修正	8	0	电系攻击修正	0	0	电系抗性修正	8	0	毒系攻击修正	0	0	毒系抗性修正	8	0	MAX_HP修正	0	0	MAX_MP修正	0	0	MAX_RAGE修正	0	0	MAX_STRIKE_POINT修正	0	0	
23620	抱元守一	11	StdImpact011	1	3649	-1	3649	20	1	1	1	1	0	0	0	0	0	0	0	1800000	0	0	0	0	0	0	物理攻击+	0	0	物理防御+	0	0	魔法攻击+	0	0	魔法防御+	0	0	冰系攻击修正	0	0	冰系抗性修正	9	0	火系攻击修正	0	0	火系抗性修正	9	0	电系攻击修正	0	0	电系抗性修正	9	0	毒系攻击修正	0	0	毒系抗性修正	9	0	MAX_HP修正	0	0	MAX_MP修正	0	0	MAX_RAGE修正	0	0	MAX_STRIKE_POINT修正	0	0	
23621	抱元守一	11	StdImpact011	1	3649	-1	3649	20	1	1	1	1	0	0	0	0	0	0	0	1800000	0	0	0	0	0	0	物理攻击+	0	0	物理防御+	0	0	魔法攻击+	0	0	魔法防御+	0	0	冰系攻击修正	0	0	冰系抗性修正	10	0	火系攻击修正	0	0	火系抗性修正	10	0	电系攻击修正	0	0	电系抗性修正	10	0	毒系攻击修正	0	0	毒系抗性修正	10	0	MAX_HP修正	0	0	MAX_MP修正	0	0	MAX_RAGE修正	0	0	MAX_STRIKE_POINT修正	0	0	
23622	抱元守一	11	StdImpact011	1	3649	-1	3649	20	1	1	1	1	0	0	0	0	0	0	0	1800000	0	0	0	0	0	0	物理攻击+	0	0	物理防御+	0	0	魔法攻击+	0	0	魔法防御+	0	0	冰系攻击修正	0	0	冰系抗性修正	11	0	火系攻击修正	0	0	火系抗性修正	11	0	电系攻击修正	0	0	电系抗性修正	11	0	毒系攻击修正	0	0	毒系抗性修正	11	0	MAX_HP修正	0	0	MAX_MP修正	0	0	MAX_RAGE修正	0	0	MAX_STRIKE_POINT修正	0	0	
23623	抱元守一	11	StdImpact011	1	3649	-1	3649	20	1	1	1	1	0	0	0	0	0	0	0	1800000	0	0	0	0	0	0	物理攻击+	0	0	物理防御+	0	0	魔法攻击+	0	0	魔法防御+	0	0	冰系攻击修正	0	0	冰系抗性修正	12	0	火系攻击修正	0	0	火系抗性修正	12	0	电系攻击修正	0	0	电系抗性修正	12	0	毒系攻击修正	0	0	毒系抗性修正	12	0	MAX_HP修正	0	0	MAX_MP修正	0	0	MAX_RAGE修正	0	0	MAX_STRIKE_POINT修正	0	0	
23624	抱元守一	11	StdImpact011	1	3649	-1	3649	20	1	1	1	1	0	0	0	0	0	0	0	1800000	0	0	0	0	0	0	物理攻击+	0	0	物理防御+	0	0	魔法攻击+	0	0	魔法防御+	0	0	冰系攻击修正	0	0	冰系抗性修正	13	0	火系攻击修正	0	0	火系抗性修正	13	0	电系攻击修正	0	0	电系抗性修正	13	0	毒系攻击修正	0	0	毒系抗性修正	13	0	MAX_HP修正	0	0	MAX_MP修正	0	0	MAX_RAGE修正	0	0	MAX_STRIKE_POINT修正	0	0	
23625	抱元守一	11	StdImpact011	1	3649	-1	3649	20	1	1	1	1	0	0	0	0	0	0	0	1800000	0	0	0	0	0	0	物理攻击+	0	0	物理防御+	0	0	魔法攻击+	0	0	魔法防御+	0	0	冰系攻击修正	0	0	冰系抗性修正	14	0	火系攻击修正	0	0	火系抗性修正	14	0	电系攻击修正	0	0	电系抗性修正	14	0	毒系攻击修正	0	0	毒系抗性修正	14	0	MAX_HP修正	0	0	MAX_MP修正	0	0	MAX_RAGE修正	0	0	MAX_STRIKE_POINT修正	0	0	
23626	陶然一醉	14	STD_IMPACT_014	1	3648	-1	3648	10	-1	0	0	0	0	0	0	0	0	0	0	3000	0	0	0	0	0	0	可否使用任何技能（CanAction1标记，-1为无效）	0	0	可否使用任何技能（CanAction2标记,-1为无效）	0	0	可否移动（CanMove标记,-1为无效）	0	0	无敌否（Unbreakable标记,-1为无效）	0	0	移动速度修正%（0为无效）	-1	0	隐身级别修正（0为无效）	0	0	反隐级别修正（0为无效）	0	0	变身ID(-1为无效)	-1	0	骑乘ID(-1为无效)	-1	0	允许还是禁止, 1: 允许； 0: 禁止； -1: 无效值；	-1	0	技能集合ID	-1	0	效果集合ID	-1	0			0			0			0			0	
23627	陶然一醉	14	STD_IMPACT_014	1	3648	-1	3648	10	-1	0	0	0	0	0	0	0	0	0	0	3000	0	0	0	0	0	0	可否使用任何技能（CanAction1标记，-1为无效）	0	0	可否使用任何技能（CanAction2标记,-1为无效）	0	0	可否移动（CanMove标记,-1为无效）	0	0	无敌否（Unbreakable标记,-1为无效）	0	0	移动速度修正%（0为无效）	-1	0	隐身级别修正（0为无效）	0	0	反隐级别修正（0为无效）	0	0	变身ID(-1为无效)	-1	0	骑乘ID(-1为无效)	-1	0	允许还是禁止, 1: 允许； 0: 禁止； -1: 无效值；	-1	0	技能集合ID	-1	0	效果集合ID	-1	0			0			0			0			0	
23628	陶然一醉	14	STD_IMPACT_014	1	3648	-1	3648	10	-1	0	0	0	0	0	0	0	0	0	0	3000	0	0	0	0	0	0	可否使用任何技能（CanAction1标记，-1为无效）	0	0	可否使用任何技能（CanAction2标记,-1为无效）	0	0	可否移动（CanMove标记,-1为无效）	0	0	无敌否（Unbreakable标记,-1为无效）	0	0	移动速度修正%（0为无效）	-1	0	隐身级别修正（0为无效）	0	0	反隐级别修正（0为无效）	0	0	变身ID(-1为无效)	-1	0	骑乘ID(-1为无效)	-1	0	允许还是禁止, 1: 允许； 0: 禁止； -1: 无效值；	-1	0	技能集合ID	-1	0	效果集合ID	-1	0			0			0			0			0	
23629	陶然一醉	14	STD_IMPACT_014	1	3648	-1	3648	10	-1	0	0	0	0	0	0	0	0	0	0	4000	0	0	0	0	0	0	可否使用任何技能（CanAction1标记，-1为无效）	0	0	可否使用任何技能（CanAction2标记,-1为无效）	0	0	可否移动（CanMove标记,-1为无效）	0	0	无敌否（Unbreakable标记,-1为无效）	0	0	移动速度修正%（0为无效）	-1	0	隐身级别修正（0为无效）	0	0	反隐级别修正（0为无效）	0	0	变身ID(-1为无效)	-1	0	骑乘ID(-1为无效)	-1	0	允许还是禁止, 1: 允许； 0: 禁止； -1: 无效值；	-1	0	技能集合ID	-1	0	效果集合ID	-1	0			0			0			0			0	
23630	陶然一醉	14	STD_IMPACT_014	1	3648	-1	3648	10	-1	0	0	0	0	0	0	0	0	0	0	4000	0	0	0	0	0	0	可否使用任何技能（CanAction1标记，-1为无效）	0	0	可否使用任何技能（CanAction2标记,-1为无效）	0	0	可否移动（CanMove标记,-1为无效）	0	0	无敌否（Unbreakable标记,-1为无效）	0	0	移动速度修正%（0为无效）	-1	0	隐身级别修正（0为无效）	0	0	反隐级别修正（0为无效）	0	0	变身ID(-1为无效)	-1	0	骑乘ID(-1为无效)	-1	0	允许还是禁止, 1: 允许； 0: 禁止； -1: 无效值；	-1	0	技能集合ID	-1	0	效果集合ID	-1	0			0			0			0			0	
23631	陶然一醉	14	STD_IMPACT_014	1	3648	-1	3648	10	-1	0	0	0	0	0	0	0	0	0	0	4000	0	0	0	0	0	0	可否使用任何技能（CanAction1标记，-1为无效）	0	0	可否使用任何技能（CanAction2标记,-1为无效）	0	0	可否移动（CanMove标记,-1为无效）	0	0	无敌否（Unbreakable标记,-1为无效）	0	0	移动速度修正%（0为无效）	-1	0	隐身级别修正（0为无效）	0	0	反隐级别修正（0为无效）	0	0	变身ID(-1为无效)	-1	0	骑乘ID(-1为无效)	-1	0	允许还是禁止, 1: 允许； 0: 禁止； -1: 无效值；	-1	0	技能集合ID	-1	0	效果集合ID	-1	0			0			0			0			0	
23632	陶然一醉	14	STD_IMPACT_014	1	3648	-1	3648	10	-1	0	0	0	0	0	0	0	0	0	0	5000	0	0	0	0	0	0	可否使用任何技能（CanAction1标记，-1为无效）	0	0	可否使用任何技能（CanAction2标记,-1为无效）	0	0	可否移动（CanMove标记,-1为无效）	0	0	无敌否（Unbreakable标记,-1为无效）	0	0	移动速度修正%（0为无效）	-1	0	隐身级别修正（0为无效）	0	0	反隐级别修正（0为无效）	0	0	变身ID(-1为无效)	-1	0	骑乘ID(-1为无效)	-1	0	允许还是禁止, 1: 允许； 0: 禁止； -1: 无效值；	-1	0	技能集合ID	-1	0	效果集合ID	-1	0			0			0			0			0	
23633	陶然一醉	14	STD_IMPACT_014	1	3648	-1	3648	10	-1	0	0	0	0	0	0	0	0	0	0	5000	0	0	0	0	0	0	可否使用任何技能（CanAction1标记，-1为无效）	0	0	可否使用任何技能（CanAction2标记,-1为无效）	0	0	可否移动（CanMove标记,-1为无效）	0	0	无敌否（Unbreakable标记,-1为无效）	0	0	移动速度修正%（0为无效）	-1	0	隐身级别修正（0为无效）	0	0	反隐级别修正（0为无效）	0	0	变身ID(-1为无效)	-1	0	骑乘ID(-1为无效)	-1	0	允许还是禁止, 1: 允许； 0: 禁止； -1: 无效值；	-1	0	技能集合ID	-1	0	效果集合ID	-1	0			0			0			0			0	
23634	陶然一醉	14	STD_IMPACT_014	1	3648	-1	3648	10	-1	0	0	0	0	0	0	0	0	0	0	5000	0	0	0	0	0	0	可否使用任何技能（CanAction1标记，-1为无效）	0	0	可否使用任何技能（CanAction2标记,-1为无效）	0	0	可否移动（CanMove标记,-1为无效）	0	0	无敌否（Unbreakable标记,-1为无效）	0	0	移动速度修正%（0为无效）	-1	0	隐身级别修正（0为无效）	0	0	反隐级别修正（0为无效）	0	0	变身ID(-1为无效)	-1	0	骑乘ID(-1为无效)	-1	0	允许还是禁止, 1: 允许； 0: 禁止； -1: 无效值；	-1	0	技能集合ID	-1	0	效果集合ID	-1	0			0			0			0			0	
23635	陶然一醉	14	STD_IMPACT_014	1	3648	-1	3648	10	-1	0	0	0	0	0	0	0	0	0	0	6000	0	0	0	0	0	0	可否使用任何技能（CanAction1标记，-1为无效）	0	0	可否使用任何技能（CanAction2标记,-1为无效）	0	0	可否移动（CanMove标记,-1为无效）	0	0	无敌否（Unbreakable标记,-1为无效）	0	0	移动速度修正%（0为无效）	-1	0	隐身级别修正（0为无效）	0	0	反隐级别修正（0为无效）	0	0	变身ID(-1为无效)	-1	0	骑乘ID(-1为无效)	-1	0	允许还是禁止, 1: 允许； 0: 禁止； -1: 无效值；	-1	0	技能集合ID	-1	0	效果集合ID	-1	0			0			0			0			0	
23636	陶然一醉	14	STD_IMPACT_014	1	3648	-1	3648	10	-1	0	0	0	0	0	0	0	0	0	0	6000	0	0	0	0	0	0	可否使用任何技能（CanAction1标记，-1为无效）	0	0	可否使用任何技能（CanAction2标记,-1为无效）	0	0	可否移动（CanMove标记,-1为无效）	0	0	无敌否（Unbreakable标记,-1为无效）	0	0	移动速度修正%（0为无效）	-1	0	隐身级别修正（0为无效）	0	0	反隐级别修正（0为无效）	0	0	变身ID(-1为无效)	-1	0	骑乘ID(-1为无效)	-1	0	允许还是禁止, 1: 允许； 0: 禁止； -1: 无效值；	-1	0	技能集合ID	-1	0	效果集合ID	-1	0			0			0			0			0	
23637	陶然一醉	14	STD_IMPACT_014	1	3648	-1	3648	10	-1	0	0	0	0	0	0	0	0	0	0	6000	0	0	0	0	0	0	可否使用任何技能（CanAction1标记，-1为无效）	0	0	可否使用任何技能（CanAction2标记,-1为无效）	0	0	可否移动（CanMove标记,-1为无效）	0	0	无敌否（Unbreakable标记,-1为无效）	0	0	移动速度修正%（0为无效）	-1	0	隐身级别修正（0为无效）	0	0	反隐级别修正（0为无效）	0	0	变身ID(-1为无效)	-1	0	骑乘ID(-1为无效)	-1	0	允许还是禁止, 1: 允许； 0: 禁止； -1: 无效值；	-1	0	技能集合ID	-1	0	效果集合ID	-1	0			0			0			0			0	
23638	扶摇直上	14	STD_IMPACT_014	1	3647	-1	3647	120	1	0	1	1	0	0	0	0	0	0	0	10000	0	0	0	0	0	0	可否使用任何技能（CanAction1标记，-1为无效）	-1	0	可否使用任何技能（CanAction2标记,-1为无效）	-1	0	可否移动（CanMove标记,-1为无效）	-1	0	无敌否（Unbreakable标记,-1为无效）	-1	0	移动速度修正%（0为无效）	50	0	隐身级别修正（0为无效）	0	0	反隐级别修正（0为无效）	0	0	变身ID(-1为无效)	-1	0	骑乘ID(-1为无效)	-1	0	允许还是禁止, 1: 允许； 0: 禁止； -1: 无效值；	-1	0	技能集合ID	-1	0	效果集合ID	-1	0			0			0			0			0	
23639	扶摇直上	14	STD_IMPACT_014	1	3647	-1	3647	120	1	0	1	1	0	0	0	0	0	0	0	10500	0	0	0	0	0	0	可否使用任何技能（CanAction1标记，-1为无效）	-1	0	可否使用任何技能（CanAction2标记,-1为无效）	-1	0	可否移动（CanMove标记,-1为无效）	-1	0	无敌否（Unbreakable标记,-1为无效）	-1	0	移动速度修正%（0为无效）	50	0	隐身级别修正（0为无效）	0	0	反隐级别修正（0为无效）	0	0	变身ID(-1为无效)	-1	0	骑乘ID(-1为无效)	-1	0	允许还是禁止, 1: 允许； 0: 禁止； -1: 无效值；	-1	0	技能集合ID	-1	0	效果集合ID	-1	0			0			0			0			0	
23640	扶摇直上	14	STD_IMPACT_014	1	3647	-1	3647	120	1	0	1	1	0	0	0	0	0	0	0	11000	0	0	0	0	0	0	可否使用任何技能（CanAction1标记，-1为无效）	-1	0	可否使用任何技能（CanAction2标记,-1为无效）	-1	0	可否移动（CanMove标记,-1为无效）	-1	0	无敌否（Unbreakable标记,-1为无效）	-1	0	移动速度修正%（0为无效）	50	0	隐身级别修正（0为无效）	0	0	反隐级别修正（0为无效）	0	0	变身ID(-1为无效)	-1	0	骑乘ID(-1为无效)	-1	0	允许还是禁止, 1: 允许； 0: 禁止； -1: 无效值；	-1	0	技能集合ID	-1	0	效果集合ID	-1	0			0			0			0			0	
23641	扶摇直上	14	STD_IMPACT_014	1	3647	-1	3647	120	1	0	1	1	0	0	0	0	0	0	0	11500	0	0	0	0	0	0	可否使用任何技能（CanAction1标记，-1为无效）	-1	0	可否使用任何技能（CanAction2标记,-1为无效）	-1	0	可否移动（CanMove标记,-1为无效）	-1	0	无敌否（Unbreakable标记,-1为无效）	-1	0	移动速度修正%（0为无效）	50	0	隐身级别修正（0为无效）	0	0	反隐级别修正（0为无效）	0	0	变身ID(-1为无效)	-1	0	骑乘ID(-1为无效)	-1	0	允许还是禁止, 1: 允许； 0: 禁止； -1: 无效值；	-1	0	技能集合ID	-1	0	效果集合ID	-1	0			0			0			0			0	
23642	扶摇直上	14	STD_IMPACT_014	1	3647	-1	3647	120	1	0	1	1	0	0	0	0	0	0	0	12000	0	0	0	0	0	0	可否使用任何技能（CanAction1标记，-1为无效）	-1	0	可否使用任何技能（CanAction2标记,-1为无效）	-1	0	可否移动（CanMove标记,-1为无效）	-1	0	无敌否（Unbreakable标记,-1为无效）	-1	0	移动速度修正%（0为无效）	50	0	隐身级别修正（0为无效）	0	0	反隐级别修正（0为无效）	0	0	变身ID(-1为无效)	-1	0	骑乘ID(-1为无效)	-1	0	允许还是禁止, 1: 允许； 0: 禁止； -1: 无效值；	-1	0	技能集合ID	-1	0	效果集合ID	-1	0			0			0			0			0	
23643	扶摇直上	14	STD_IMPACT_014	1	3647	-1	3647	120	1	0	1	1	0	0	0	0	0	0	0	12500	0	0	0	0	0	0	可否使用任何技能（CanAction1标记，-1为无效）	-1	0	可否使用任何技能（CanAction2标记,-1为无效）	-1	0	可否移动（CanMove标记,-1为无效）	-1	0	无敌否（Unbreakable标记,-1为无效）	-1	0	移动速度修正%（0为无效）	50	0	隐身级别修正（0为无效）	0	0	反隐级别修正（0为无效）	0	0	变身ID(-1为无效)	-1	0	骑乘ID(-1为无效)	-1	0	允许还是禁止, 1: 允许； 0: 禁止； -1: 无效值；	-1	0	技能集合ID	-1	0	效果集合ID	-1	0			0			0			0			0	
23644	扶摇直上	14	STD_IMPACT_014	1	3647	-1	3647	120	1	0	1	1	0	0	0	0	0	0	0	13000	0	0	0	0	0	0	可否使用任何技能（CanAction1标记，-1为无效）	-1	0	可否使用任何技能（CanAction2标记,-1为无效）	-1	0	可否移动（CanMove标记,-1为无效）	-1	0	无敌否（Unbreakable标记,-1为无效）	-1	0	移动速度修正%（0为无效）	50	0	隐身级别修正（0为无效）	0	0	反隐级别修正（0为无效）	0	0	变身ID(-1为无效)	-1	0	骑乘ID(-1为无效)	-1	0	允许还是禁止, 1: 允许； 0: 禁止； -1: 无效值；	-1	0	技能集合ID	-1	0	效果集合ID	-1	0			0			0			0			0	
23645	扶摇直上	14	STD_IMPACT_014	1	3647	-1	3647	120	1	0	1	1	0	0	0	0	0	0	0	13500	0	0	0	0	0	0	可否使用任何技能（CanAction1标记，-1为无效）	-1	0	可否使用任何技能（CanAction2标记,-1为无效）	-1	0	可否移动（CanMove标记,-1为无效）	-1	0	无敌否（Unbreakable标记,-1为无效）	-1	0	移动速度修正%（0为无效）	50	0	隐身级别修正（0为无效）	0	0	反隐级别修正（0为无效）	0	0	变身ID(-1为无效)	-1	0	骑乘ID(-1为无效)	-1	0	允许还是禁止, 1: 允许； 0: 禁止； -1: 无效值；	-1	0	技能集合ID	-1	0	效果集合ID	-1	0			0			0			0			0	
23646	扶摇直上	14	STD_IMPACT_014	1	3647	-1	3647	120	1	0	1	1	0	0	0	0	0	0	0	14000	0	0	0	0	0	0	可否使用任何技能（CanAction1标记，-1为无效）	-1	0	可否使用任何技能（CanAction2标记,-1为无效）	-1	0	可否移动（CanMove标记,-1为无效）	-1	0	无敌否（Unbreakable标记,-1为无效）	-1	0	移动速度修正%（0为无效）	50	0	隐身级别修正（0为无效）	0	0	反隐级别修正（0为无效）	0	0	变身ID(-1为无效)	-1	0	骑乘ID(-1为无效)	-1	0	允许还是禁止, 1: 允许； 0: 禁止； -1: 无效值；	-1	0	技能集合ID	-1	0	效果集合ID	-1	0			0			0			0			0	
23647	扶摇直上	14	STD_IMPACT_014	1	3647	-1	3647	120	1	0	1	1	0	0	0	0	0	0	0	14500	0	0	0	0	0	0	可否使用任何技能（CanAction1标记，-1为无效）	-1	0	可否使用任何技能（CanAction2标记,-1为无效）	-1	0	可否移动（CanMove标记,-1为无效）	-1	0	无敌否（Unbreakable标记,-1为无效）	-1	0	移动速度修正%（0为无效）	50	0	隐身级别修正（0为无效）	0	0	反隐级别修正（0为无效）	0	0	变身ID(-1为无效)	-1	0	骑乘ID(-1为无效)	-1	0	允许还是禁止, 1: 允许； 0: 禁止； -1: 无效值；	-1	0	技能集合ID	-1	0	效果集合ID	-1	0			0			0			0			0	
23648	扶摇直上	14	STD_IMPACT_014	1	3647	-1	3647	120	1	0	1	1	0	0	0	0	0	0	0	15000	0	0	0	0	0	0	可否使用任何技能（CanAction1标记，-1为无效）	-1	0	可否使用任何技能（CanAction2标记,-1为无效）	-1	0	可否移动（CanMove标记,-1为无效）	-1	0	无敌否（Unbreakable标记,-1为无效）	-1	0	移动速度修正%（0为无效）	50	0	隐身级别修正（0为无效）	0	0	反隐级别修正（0为无效）	0	0	变身ID(-1为无效)	-1	0	骑乘ID(-1为无效)	-1	0	允许还是禁止, 1: 允许； 0: 禁止； -1: 无效值；	-1	0	技能集合ID	-1	0	效果集合ID	-1	0			0			0			0			0	
23649	扶摇直上	14	STD_IMPACT_014	1	3647	-1	3647	120	1	0	1	1	0	0	0	0	0	0	0	15500	0	0	0	0	0	0	可否使用任何技能（CanAction1标记，-1为无效）	-1	0	可否使用任何技能（CanAction2标记,-1为无效）	-1	0	可否移动（CanMove标记,-1为无效）	-1	0	无敌否（Unbreakable标记,-1为无效）	-1	0	移动速度修正%（0为无效）	50	0	隐身级别修正（0为无效）	0	0	反隐级别修正（0为无效）	0	0	变身ID(-1为无效)	-1	0	骑乘ID(-1为无效)	-1	0	允许还是禁止, 1: 允许； 0: 禁止； -1: 无效值；	-1	0	技能集合ID	-1	0	效果集合ID	-1	0			0			0			0			0	
23650	一气三清	3	STD_IMPACT_003	0	383	-1	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	物理攻击+	0	0	魔法攻击+	0	0	冰系攻击	0	0	火系攻击	0	0	电系攻击	247	13	毒系攻击	0	0			0			0			0			0			0			0			0			0			0			0	
23651	一气三清	3	STD_IMPACT_003	0	383	-1	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	物理攻击+	0	0	魔法攻击+	0	0	冰系攻击	0	0	火系攻击	0	0	电系攻击	425	13	毒系攻击	0	0			0			0			0			0			0			0			0			0			0			0	
23652	一气三清	3	STD_IMPACT_003	0	383	-1	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	物理攻击+	0	0	魔法攻击+	0	0	冰系攻击	0	0	火系攻击	0	0	电系攻击	603	13	毒系攻击	0	0			0			0			0			0			0			0			0			0			0			0	
23653	一气三清	3	STD_IMPACT_003	0	383	-1	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	物理攻击+	0	0	魔法攻击+	0	0	冰系攻击	0	0	火系攻击	0	0	电系攻击	781	13	毒系攻击	0	0			0			0			0			0			0			0			0			0			0			0	
23654	一气三清	3	STD_IMPACT_003	0	383	-1	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	物理攻击+	0	0	魔法攻击+	0	0	冰系攻击	0	0	火系攻击	0	0	电系攻击	959	13	毒系攻击	0	0			0			0			0			0			0			0			0			0			0			0	
23655	一气三清	3	STD_IMPACT_003	0	383	-1	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	物理攻击+	0	0	魔法攻击+	0	0	冰系攻击	0	0	火系攻击	0	0	电系攻击	1137	13	毒系攻击	0	0			0			0			0			0			0			0			0			0			0			0	
23656	一气三清	3	STD_IMPACT_003	0	383	-1	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	物理攻击+	0	0	魔法攻击+	0	0	冰系攻击	0	0	火系攻击	0	0	电系攻击	1315	13	毒系攻击	0	0			0			0			0			0			0			0			0			0			0			0	
23657	一气三清	3	STD_IMPACT_003	0	383	-1	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	物理攻击+	0	0	魔法攻击+	0	0	冰系攻击	0	0	火系攻击	0	0	电系攻击	1493	13	毒系攻击	0	0			0			0			0			0			0			0			0			0			0			0	
23658	一气三清	3	STD_IMPACT_003	0	383	-1	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	物理攻击+	0	0	魔法攻击+	0	0	冰系攻击	0	0	火系攻击	0	0	电系攻击	1671	13	毒系攻击	0	0			0			0			0			0			0			0			0			0			0			0	
23659	一气三清	3	STD_IMPACT_003	0	383	-1	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	物理攻击+	0	0	魔法攻击+	0	0	冰系攻击	0	0	火系攻击	0	0	电系攻击	1849	13	毒系攻击	0	0			0			0			0			0			0			0			0			0			0			0	
23660	一气三清	3	STD_IMPACT_003	0	383	-1	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	物理攻击+	0	0	魔法攻击+	0	0	冰系攻击	0	0	火系攻击	0	0	电系攻击	2027	13	毒系攻击	0	0			0			0			0			0			0			0			0			0			0			0	
23661	一气三清	3	STD_IMPACT_003	0	383	-1	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	物理攻击+	0	0	魔法攻击+	0	0	冰系攻击	0	0	火系攻击	0	0	电系攻击	2205	13	毒系攻击	0	0			0			0			0			0			0			0			0			0			0			0	
23662	造化三生	11	STD_IMPACT_011	1	3646	-1	3646	10	1	1	1	1	0	0	0	0	0	0	0	1800000	0	0	0	0	0	0	物理攻击+	0	0	物理防御+	0	0	魔法攻击+	0	0	魔法防御+	0	0	冰系攻击修正	8	0	冰系抗性修正	0	0	火系攻击修正	8	0	火系抗性修正	0	0	电系攻击修正	8	0	电系抗性修正	0	0	毒系攻击修正	8	0	毒系抗性修正	0	0	MAX_HP修正	0	0	MAX_MP修正	0	0	MAX_RAGE修正	0	0	MAX_STRIKE_POINT修正	0	0	
